% # columns="iteration, evaluation, sigma, axis ratio, bestever, best, median, worst objective function value, further objective values of best", seed=261133, Tue Aug 23 10:54:18 2022, <python>{}</python>
1 10 2.3759545302827725 1.0000444454321133 201148879.32337698 2.0114887932337698e+08 1139320110076.2986 137449107154683.3   
2 20 2.411949535960522 1.2198151423695331 940547.9901665185 9.4054799016651849e+05 23196191419.58399 31553478359654.555   
3 30 2.4658805375992126 1.3452038946155187 27483.92959668667 2.7483929596686670e+04 1221008126.920371 35809964797952.484   
4 40 2.5067934865439443 1.4576393233842566 22235.51968048775 2.2235519680487749e+04 193310005.78543815 6660604526135.161   
5 50 2.4230204682405065 1.570908299793051 455.39260389542136 4.5539260389542136e+02 6807727848.175133 63104608931448.3   
6 60 2.264309580141385 1.5478209697972451 296.60879738714834 2.9660879738714834e+02 333865.1588188437 4134772318775.595   
7 70 2.3798234528457676 1.591811205304422 296.60879738714834 3.2313273076104610e+02 463.6953259192594 5779217.816395105   
8 80 2.311891899213237 1.7113107319667997 296.60879738714834 3.0248388802008583e+02 18382.085903999923 97666270069.2924   
9 90 2.2661744998379834 1.7191917271049186 275.69064998465774 2.7569064998465774e+02 1866.046251805099 1534993565835.6675   
10 100 2.2806072055832503 1.7425251012474468 275.69064998465774 3.0906814515182134e+02 462.3712647990821 139154.81943351775   
11 110 2.359579574284948 1.7965361795898163 275.69064998465774 3.3310388765802651e+02 417.04257568281685 637007.0160225817   
12 120 2.423631060151302 1.8007282277098098 275.69064998465774 2.9879195896673809e+02 491.0418263867565 19614058.58553965   
13 130 2.4322921588472095 1.942299924079031 275.69064998465774 3.2880952869726428e+02 485.4028432858711 27023682.211109597   
14 140 2.1576265944203383 1.9847003671873342 275.69064998465774 3.2232865390795467e+02 450.8342753776269 27236260.281614687   
15 150 2.4032377964524367 1.9242268897424182 264.5133998961917 2.6451339989619169e+02 531.7985795588 181553.3993263337   
16 160 2.7454422961958906 2.1383455848492536 264.5133998961917 2.8672070449314742e+02 49066.11145457893 31310802.5969873   
17 170 2.7631288501032327 2.363742146370568 264.5133998961917 3.2187453980383123e+02 25364.231749397208 27882065.048983455   
18 180 2.5844454486625055 2.535842515812074 264.5133998961917 2.9882278743202096e+02 480.9078809253355 923824.8410572375   
19 190 2.4868804513099696 2.5545453135118055 264.5133998961917 2.9819042785259956e+02 451.0560033625812 1414873.7163658142   
20 200 2.5082213760575014 2.7525778306806443 264.5133998961917 2.6981161341351418e+02 427.0099454582365 883042.1199777778   
21 210 2.654427382032118 2.9967767231999756 264.5133998961917 2.8740944074797028e+02 386.77302900464935 3989946790.8796563   
22 220 2.575885679213636 2.9777320430064727 264.5133998961917 2.8366278616222695e+02 627.617789324885 4757258.381391455   
23 230 2.5953425298295376 3.126185965494009 264.5133998961917 3.1018555627529128e+02 405.67085369159946 13599.773279891944   
24 240 2.446756812670516 3.3110874649392072 264.5133998961917 2.7659139911340372e+02 466.1215287220116 18198.760119270126   
25 250 2.3245848124213944 3.3691991099462606 264.5133998961917 3.4931056377332698e+02 7085.1419366583295 4148343.7708035926   
26 260 2.1609630875105563 3.6125713429894577 264.5133998961917 3.3548542439397784e+02 411.5369348825707 6759157.277361544   
27 270 1.9672925673050998 3.9759762999815336 264.5133998961917 3.0982758735786967e+02 442.06832718423976 876.5561203502137   
28 280 1.7244937411781567 3.9340392882431803 264.5133998961917 3.3858335198766810e+02 484.12587921592507 1969.7768506358934   
29 290 1.7045164156425312 3.8646980492212837 264.5133998961917 3.2413042883990954e+02 395.79814857248704 1488.4851013943965   
30 300 1.6522243143525421 3.983334616878061 264.5133998961917 2.6467828713460784e+02 404.28392865299173 70196.37327269555   
31 310 1.5955092554628114 4.1859404247539596 264.5133998961917 3.0783231444450143e+02 365.3189328244682 90948.97256805308   
32 320 1.637169687188557 4.189759835860159 264.5133998961917 2.8037385774051830e+02 388.89136527097224 3731.5706694803594   
33 330 1.4530242959350568 4.630697395940336 264.5133998961917 2.8172271417988850e+02 399.6677898930536 6432.032913439549   
34 340 1.4096861475815048 4.683825627039131 217.77326996994174 2.1777326996994174e+02 306.39493935192417 7178.498114518083   
35 350 1.3105074924857274 4.6996817978599426 217.77326996994174 2.3445415180109140e+02 365.5397524955297 10015.521147402922   
36 360 1.2044617571397798 4.877218830145881 200.1793625862564 2.0017936258625639e+02 328.85301827951463 5928.3482048846945   
37 370 1.1707472565403365 5.260803146550514 200.1793625862564 2.8422384183359395e+02 555.9506174099048 4332.326395674482   
38 380 1.0698794924467994 5.323636652729471 200.1793625862564 2.4764833332874073e+02 329.2750780368254 893.2343929054766   
39 390 1.0893554903253588 5.390693743415977 200.1793625862564 2.2821240156393068e+02 285.58021427385916 429.1486973680885   
40 400 1.1387045057586729 5.788673735013028 200.1793625862564 2.0869417879946019e+02 273.3862857223907 532.5643978725988   
41 410 1.1565378232905563 5.749652265613161 200.1793625862564 2.1705066157154246e+02 265.48770037710386 324.40928083925985   
42 420 1.131798886291826 6.113623406334069 200.1793625862564 2.4940256476579128e+02 274.83366605986186 2699.8784582156936   
43 430 1.1277396166069058 6.181539928784094 200.1793625862564 2.4811507231561845e+02 332.65438480265425 8550.073299776463   
44 440 1.04544162820116 6.486130035197109 200.1793625862564 2.2971512527558733e+02 384.2822040242801 1550.930789995739   
45 450 0.9695123137769852 6.43962137811846 200.1793625862564 2.3311273427352180e+02 416.75283708813294 634.2484037637146   
46 460 0.8464711115504352 6.625624064909905 200.1793625862564 2.0199532187663979e+02 273.9973997125372 394.13911473448957   
47 470 0.7454257884152813 6.85306409897405 200.1793625862564 2.0147888674525268e+02 275.8323719726845 368.91286188345686   
48 480 0.7536211713557187 7.004529773056758 200.1793625862564 2.0855636643105498e+02 238.412836655121 315.11783584745643   
49 490 0.7155033423633718 7.312715395227442 200.1793625862564 2.1517983320699875e+02 233.9241655644438 741.4880961638092   
50 500 0.6457719183995457 7.40275081657244 197.6127624296137 1.9761276242961370e+02 218.3624933449446 224.28661832936797   
51 510 0.5860362251740391 7.642557676878095 190.88306952402613 1.9088306952402613e+02 247.11369316522016 472.65470935444955   
52 520 0.5604667877452142 7.879531878924661 186.69294511681926 1.8669294511681926e+02 206.43896941493642 412.8810393758458   
53 530 0.4931795477984285 7.71167305444717 186.69294511681926 2.0193888651995260e+02 259.3204594501004 318.1777219863954   
54 540 0.48978200182236015 7.696984945990955 186.69294511681926 1.9613027945826650e+02 215.51342380720254 238.2382345278083   
55 550 0.5212104214240038 7.854815884220186 182.57785623973305 1.8257785623973305e+02 194.38797485332037 432.5917660438287   
56 560 0.5588404999673232 7.670470887772838 176.43840604998326 1.7643840604998326e+02 208.54624888419912 431.2407809013444   
57 570 0.5427083742981712 7.59834489660856 176.43840604998326 1.7885191547324175e+02 216.65016638732104 333.55274005799447   
58 580 0.5345481717876424 7.606936887881774 176.43840604998326 1.8108874043468489e+02 282.6124127753365 696.1331391788358   
59 590 0.5174714380407585 7.526470194618505 176.43840604998326 1.8132754743392064e+02 233.93272243034085 281.12352586007046   
60 600 0.46000244961199144 7.239166765441661 176.2664808082109 1.7626648080821090e+02 198.0666274150584 235.32168339168985   
61 610 0.43390782578889714 7.1789528522551045 176.2664808082109 1.7672547557587001e+02 191.03876050120346 207.5974767803441   
62 620 0.37411260285956327 7.2149057643632535 173.97387800911193 1.7397387800911193e+02 195.46438283888918 306.8937373059242   
63 630 0.3358879437769127 7.508424836514743 173.97387800911193 1.7529113800017416e+02 190.74777522055604 224.29145855013252   
64 640 0.3403245299647223 7.396538243051532 167.541892145281 1.6754189214528100e+02 187.57058145334653 222.75927331149998   
65 650 0.3628543137907307 7.511488582370889 167.52054530367838 1.6752054530367838e+02 186.70925838750478 302.13173469196374   
66 660 0.3889292713865273 7.44893570321954 164.25650673968426 1.6425650673968426e+02 175.76044212932496 245.7966195350814   
