% # columns="iteration, evaluation, sigma, void, void,  stds==sigma*sqrt(diag(C))", seed=261133, Tue Aug 23 10:54:18 2022, <python>{}</python>
142 1420 0.02275126553479595 0 0 0.005987509644197663 0.02796920446119462 0.018909319281583365 0.00769700381306232 0.038656271738274024 0.005130169331907784 0.007179248770267957 0.005870133148533085 0.005308095526729787
143 1430 0.02061122541317058 0 0 0.0054355815597846475 0.024885410452947614 0.016943910985267263 0.006921492597440032 0.03485691348803762 0.004529816786306225 0.0063728962814752965 0.005113101918364291 0.004692285769309554
144 1440 0.01863112210591657 0 0 0.004874601792179212 0.02196909890514795 0.015078989319427567 0.006182456651526099 0.032052313736016684 0.004025236553167254 0.005525519561687638 0.0044271582898126475 0.00429181042055508
145 1450 0.016968304963765654 0 0 0.004301374434675679 0.019716703838837606 0.013476206154673364 0.005468475027190443 0.028967138850074674 0.0036496805947157655 0.004883734932637976 0.003944870613774952 0.0036815650209816118
146 1460 0.015456704760395502 0 0 0.0036670318062724007 0.017887974715248525 0.011867095287910369 0.004590354554547013 0.026180990448340876 0.0033402597386355216 0.0044185823699654505 0.003563776822868381 0.003335257910268269
147 1470 0.014040269170596373 0 0 0.0033818309147784623 0.015618010334608204 0.010640963822228735 0.00418930876806703 0.024345420474517335 0.003016931593868055 0.0040343850973140844 0.0032313885279422485 0.0029625167762501216
148 1480 0.013003068812769955 0 0 0.0030743570707698767 0.014346717057610392 0.009914749784965052 0.0038276223258676212 0.022317270986785008 0.0027741763685696823 0.003827443965590517 0.002974980260882726 0.002729724530962056
149 1490 0.012070630895228729 0 0 0.002762017491802568 0.013408633227232824 0.009041140520770534 0.0034674282262745822 0.019847757076737946 0.002492043104563455 0.0035476188997780613 0.0026910887988384827 0.0025589522564324163
150 1500 0.010612959151014505 0 0 0.00231560811598998 0.011904545409044716 0.007499323733480789 0.002995042722504423 0.01723292838778217 0.002019581725420422 0.0029504617954177067 0.0023443696449474334 0.002243901004976855
151 1510 0.009998940263082689 0 0 0.0021262000398977058 0.011499980936844621 0.0070850507506869985 0.0027410967197519084 0.01657529690248 0.0018996287319070092 0.0026205001171376256 0.002218879288944982 0.0020950874310425756
152 1520 0.009460757062001512 0 0 0.001962377151471428 0.010809134766955384 0.006701054276201962 0.0026211504827763892 0.015702502104847874 0.0018179583391518357 0.002457272716029546 0.00210655986948052 0.001957320368324487
153 1530 0.008449063127697184 0 0 0.0017346426200750887 0.009881722166499213 0.006050437046675266 0.00230424134976186 0.01350195212670801 0.0016392921762905881 0.0022031162825413733 0.0019019281335047639 0.0017159115279910767
154 1540 0.007366209087650271 0 0 0.001466616937440485 0.00851839100582918 0.00526793166891128 0.0019762230726963633 0.011709004787676945 0.0014006325105150562 0.0019204598298139825 0.001620573955566466 0.0014556985705932429
155 1550 0.006734881157243624 0 0 0.0013150754568533683 0.007237674480707245 0.004784549586147053 0.0017977054078191846 0.010515416573309674 0.0012727282415052707 0.0017475191385567148 0.0014675428244782303 0.001339875847240457
156 1560 0.0063704609915163956 0 0 0.0011639153872127698 0.006806849948521439 0.004446552133107499 0.0016503750049441323 0.009954737067937425 0.0011974187270026664 0.0015428609253401986 0.0014151810567941121 0.0012418235332928803
157 1570 0.0060033687224582966 0 0 0.0010710818217089509 0.0062857025807076935 0.0041282990285495735 0.0015089506419105852 0.009228260580589624 0.0010868669683160156 0.0014502709967814742 0.0013469969648223755 0.0011382461086687215
158 1580 0.005717452167346279 0 0 0.0010308764006008617 0.006053399272210579 0.003812947697246213 0.0014557544361390013 0.0089006025194629 0.0010372461964353141 0.0013514431439434465 0.0012978678676590016 0.0010798021623584933
159 1590 0.0057520525807064765 0 0 0.000999908108606888 0.0066665505300606 0.0039033666212328036 0.0014329318988896467 0.008796837454880064 0.0010226846730519924 0.0013344548722374237 0.0012546401854584973 0.0010564008365582793
160 1600 0.005674449829804488 0 0 0.0009284482955078114 0.006781203666382445 0.003825008980515497 0.0013386331150060822 0.008526645129990596 0.0010026525695091312 0.0013041547277291663 0.0011844870617741356 0.0010385864291278493
161 1610 0.005482953672872169 0 0 0.0009019495823816854 0.00652218494739989 0.0037500624850241014 0.0012906326179853978 0.00806241013165998 0.0009565615095254657 0.0012649922927434343 0.0011275211085670822 0.0009752321200786066
162 1620 0.005307332878927356 0 0 0.0008714736415580287 0.006378590100535825 0.003614658494545649 0.0012501614486924992 0.007738636191397799 0.0009268219448218422 0.0012070780238861974 0.0010716243005584644 0.0009231557858100503
163 1630 0.005430191022222168 0 0 0.0008683758286267682 0.006507535239962352 0.0036390415071491534 0.0012266557836817106 0.0077485830347750265 0.0009233021187714906 0.001225372644118505 0.0011015887351317369 0.0009509671002133469
164 1640 0.005522039516896475 0 0 0.0008838644056974722 0.006849564772012033 0.0036416311621786414 0.0012423344386800698 0.007912833401110698 0.0009073246381879497 0.0012555835191796485 0.001119356971097671 0.0009746473367053104
165 1650 0.005425009101027535 0 0 0.0008636874101964416 0.00673348154556792 0.0035525396294902307 0.0012232895094639845 0.007854208501264334 0.0008416272300502042 0.0011864369568085154 0.0010848703008972625 0.0009142923010020493
166 1660 0.004822312330569588 0 0 0.0007668804694959931 0.006053443045760683 0.003210692433485773 0.0010758586096844458 0.006927481747680335 0.0007493968947740406 0.00107254548614527 0.0009730162654116544 0.0007595524786645066
167 1670 0.004770627227522215 0 0 0.0007572753669712031 0.006219800170858378 0.003006736214912562 0.0010985311280439702 0.006682538450047062 0.0007295111871205574 0.0010574335635802426 0.0009560820227111229 0.0007384168136526807
168 1680 0.004794489589890754 0 0 0.0007077084437301205 0.006483746261570405 0.003176880966213841 0.0010621028148217048 0.006642654480543212 0.0007467589742640098 0.0010565844903161579 0.0009605845422159261 0.0007427737255498867
169 1690 0.004726531937826668 0 0 0.0006829505655030032 0.006532265716335496 0.003116591104822955 0.0010389785427217708 0.00645957158617126 0.0007512761937130226 0.0009989578235765958 0.000944672424181798 0.0007317190144064769
170 1700 0.004948735440821652 0 0 0.0007134720707217926 0.00749102820795822 0.003209474345437491 0.0010727364516009395 0.0068434153892830574 0.0007737456464705622 0.0010409998212657181 0.0009682010004347738 0.0007602394368766403
171 1710 0.0051942148184316245 0 0 0.000748489574037616 0.007968431443480561 0.0033675534986370432 0.0010930539215808898 0.007177799379722248 0.0008089936344512168 0.0011045823031922914 0.0009982930787165822 0.0008032671964128712
172 1720 0.005538547765389249 0 0 0.0008299448261068875 0.009058786861333054 0.003581340414962663 0.0011855071781831886 0.007705973072719242 0.0008501616108929503 0.0011643288526669764 0.0010499861271942633 0.0008400171367224582
173 1730 0.005761973262847445 0 0 0.0008449030438061149 0.010100923326942695 0.0037068754195925743 0.001190000836556622 0.008144721269569524 0.000901107726721535 0.0011917057292911122 0.0011079710205482228 0.0008637025876816784
174 1740 0.005818391184499826 0 0 0.000842464913991297 0.01021658443943818 0.003753851584679383 0.0011654994012865489 0.00825325218454974 0.0008990414587455394 0.0011865090568637345 0.0011005225947482596 0.0009085243092259843
175 1750 0.006100709777960859 0 0 0.000890063002504899 0.01082568936097185 0.003872022335392699 0.0012352735186569688 0.008493378080732365 0.0009307371969400258 0.0012320646399417586 0.0011374808391166353 0.000948035893378555
176 1760 0.005953664119523778 0 0 0.0008481538591483637 0.010651182922217856 0.0038039448342407373 0.0011884238021445679 0.008235731355080449 0.0009057285169563017 0.0011806325017564455 0.0010828610990108033 0.0009160349790801226
177 1770 0.005642770651472415 0 0 0.0008060064234772964 0.010125739002710372 0.003587173017266008 0.0011269789234504952 0.008042332088982473 0.0008429416288889254 0.0011061530499838087 0.0009696720895453116 0.0008790437989929903
178 1780 0.005971497609643139 0 0 0.0008691970821392544 0.011092362490907169 0.0037350188014904336 0.0012006831153150873 0.00927290704794376 0.0008864914274814717 0.0011471481862505295 0.0010209379512092817 0.0009264970587050631
179 1790 0.005735308277335591 0 0 0.0008395848248113466 0.010530014480966115 0.0035702558313838355 0.0011618894073190552 0.009096788910491942 0.0008362810719308436 0.0010841422192145976 0.0009891590792500797 0.0008609406264159044
180 1800 0.005623516157094131 0 0 0.0008305931821043757 0.010429337095950791 0.0034188516799382833 0.001144855530959922 0.009081043199331323 0.0008063296101635342 0.0010601356344228212 0.0009882384593256366 0.0008474172620985669
181 1810 0.005864455338739308 0 0 0.0008766123831376521 0.011462470392163752 0.0035948044323505218 0.0011851321114850152 0.009645104767342913 0.0008024017523589083 0.0010949708335024682 0.0010394337372930447 0.0008805551147367869
182 1820 0.005804800569596375 0 0 0.0008767363350506318 0.011244092444670126 0.0035486017292808403 0.0011871151441472986 0.009488731057802024 0.0008175114071974804 0.0010721897280968388 0.0010130665095698524 0.0008622983365741539
183 1830 0.005921171708917635 0 0 0.0008777895726880978 0.012149901554760072 0.0035883778763791036 0.0011696240259770362 0.009940945530477713 0.0008355897258422883 0.0010710706893059566 0.0010292250058250249 0.0008580883831798977
184 1840 0.006038116696620119 0 0 0.0008984250720785418 0.012539699299222246 0.003702164207451043 0.001204779139819437 0.01028687846416922 0.0008521551735399708 0.0010595370139549218 0.0010322225473660877 0.0008604815620336712
185 1850 0.006075421675158514 0 0 0.0008752767742013064 0.013122775109287877 0.0037659640507949894 0.0011746411752154501 0.010762129838376199 0.0008578755642783611 0.001038205586541058 0.0010424336663253798 0.000841935318950279
186 1860 0.006029748824996864 0 0 0.0008880590651780406 0.013059004655948104 0.0036782788497852067 0.0011731509850549779 0.010490012872551191 0.000836026411573321 0.0010154305467898952 0.0010351965125605033 0.0008228421586700351
187 1870 0.0057760566157269615 0 0 0.0008559291094988336 0.012534059146234964 0.0036195217743071376 0.00112111059467309 0.010120049339833626 0.0007879742214777041 0.0009718679586616151 0.0009676307677407636 0.0007801533666198949
188 1880 0.005529119598016113 0 0 0.0008245605041055968 0.012326358617812557 0.003469491322678455 0.0010764082861881511 0.009744626384224053 0.0007360676346168304 0.0009262452461100279 0.000914833941738531 0.0007179486350707472
189 1890 0.004978315082495968 0 0 0.0007313875806773447 0.011072726612114087 0.0031489187365109604 0.000951301165881698 0.008648242198185595 0.0006624032456360965 0.0008211627329619873 0.0007941939881828812 0.0006484735337334944
190 1900 0.004749695806986373 0 0 0.0006897471815262923 0.010317818099386722 0.002897026837723016 0.0009001954969020638 0.008556853903430937 0.0006136842924024686 0.0007723049650484128 0.000751550377960604 0.0006038810400706612
191 1910 0.004615123462959986 0 0 0.000653980348970957 0.009970735657159058 0.002791832427769968 0.0008538161886667258 0.008711717350188275 0.0006083151857145862 0.000736708468018727 0.000725164645421443 0.0006057196497228741
192 1920 0.0049899430771407904 0 0 0.0006985056580047249 0.011512510731129454 0.0030597012485537372 0.0009081658966142133 0.010103912844312104 0.0006782701457630973 0.00080542487689513 0.0007748060046487094 0.0006369774544284501
193 1930 0.005507506206953458 0 0 0.0007685585072854961 0.013614819523979594 0.0033548817115745134 0.0009934808938041595 0.011455844053171217 0.0007409326717579981 0.0008771881875831611 0.0008622103048044328 0.0006784817198210723
194 1940 0.005728015884297756 0 0 0.0007824645058180466 0.014094454384868865 0.003464996949685491 0.0010214623694381295 0.011681948216434592 0.0007727294321400681 0.0009146736941409161 0.0009096293733195398 0.000726839761369628
195 1950 0.0067947439452713575 0 0 0.0009313074402677492 0.01793519182472423 0.004154151035705919 0.0012184170002614082 0.014628174910629949 0.0009220900545419419 0.0010542188629812663 0.0010652184241966912 0.0008685481431028916
196 1960 0.007632153147094644 0 0 0.0010393242330592007 0.01977011040123966 0.004650011386509904 0.0013563680527028347 0.01633633803030136 0.0010293256845940076 0.001203703730423357 0.0011838697362454393 0.0009511041887945899
197 1970 0.008334814334668861 0 0 0.0011252148664692714 0.021523113650542592 0.004778125113581219 0.0014861175545436383 0.01794304702164833 0.0010717608608546486 0.0012987980077225748 0.0012803671010234326 0.0010962511809136013
198 1980 0.008267225074770054 0 0 0.0010906357076613735 0.021383067376120297 0.004710290549471998 0.0014588969894189351 0.018241161112131272 0.0010603694819640802 0.0012301237942422543 0.001269909839546916 0.0010700539414188295
199 1990 0.008158835151569196 0 0 0.001074395874542726 0.02108045056847294 0.004653509520477868 0.0014281235063194541 0.01824606363345021 0.0010436068158197502 0.0012195466949566924 0.0012269207935116401 0.0010374882486460062
200 2000 0.00951931969269984 0 0 0.0012373596185658864 0.025456846427566862 0.005314326859120362 0.0016750525315777285 0.02184775841713279 0.001178240078689609 0.0014299446485663892 0.0014256791695693109 0.0011975342096094996
201 2010 0.010810769049720613 0 0 0.001381997776347937 0.029990424856877952 0.005778641327060492 0.001877631614092069 0.02520533052042935 0.0012911759828613753 0.0016012737608605237 0.001621720758501128 0.0013547729555048317
202 2020 0.011939078989233465 0 0 0.0014336995376851617 0.03391052542623001 0.006384798167676064 0.0019721503339262957 0.02819023391974941 0.0014278177387577991 0.0017977524408808378 0.0017561297622679438 0.0014952909411736462
203 2030 0.013449449065890177 0 0 0.0016033223581026778 0.038849132791262966 0.007139256805603932 0.0022195803921571705 0.03214812752259803 0.0015654865017615102 0.0020094075700828736 0.002007933238276742 0.0016914367853711038
204 2040 0.01448643523246326 0 0 0.0017246784268563256 0.04322787296976077 0.007531135583464901 0.00237149669020087 0.03478404185420451 0.0016601939882917936 0.0021202175724181764 0.002069690243259779 0.0017824257928616668
205 2050 0.015162306549055938 0 0 0.0018076081542105769 0.04748466683734195 0.007817785062186578 0.002457658814969301 0.038489711648953144 0.0017115612797766362 0.0022503526741654905 0.0021653166790249916 0.0018398219632896722
206 2060 0.014808239722219996 0 0 0.0017545534907683139 0.048204427024573386 0.007507665537485474 0.002366827377001056 0.03843467106083564 0.0016406445976487665 0.00217207398700539 0.002078853941184841 0.0017721225164604366
207 2070 0.015645227987995353 0 0 0.0017727420909589592 0.05426830459981318 0.007804719986201582 0.002447832769127239 0.04266902443591798 0.0017086571245876483 0.0021689671724872787 0.0020990232810867773 0.0017995359132854864
208 2080 0.015710539134136014 0 0 0.00174478654781245 0.05670092339297592 0.007818475152080508 0.002388500379727067 0.04413775404593494 0.0017036269481454523 0.0021229045951573415 0.0021022697348515675 0.0017896685445866415
209 2090 0.015499262806226202 0 0 0.001698558890985071 0.055552347006797786 0.007741298746673019 0.0023134736598263064 0.04268300394240622 0.001651052548622336 0.0020692151042464887 0.002043487347182817 0.0017344292731874059
210 2100 0.015377663765267781 0 0 0.0016865024044365171 0.05813622024304846 0.007404423541385542 0.002318769711466173 0.044539615996084025 0.001574328364918798 0.0019666530470315116 0.0020184744468722026 0.001712031475044041
211 2110 0.01585943722208638 0 0 0.0017443661021524846 0.0627293435807209 0.007514429751617711 0.002394573262792023 0.04776833288384447 0.0016105587772574355 0.002006240639786997 0.0020056059796043405 0.0017490298571641236
212 2120 0.015996334455713645 0 0 0.0017482429962710846 0.06534473161787337 0.0072188427149386045 0.002436971617678191 0.0495275135208556 0.0015554822652854633 0.001954698465894978 0.0020049189474213736 0.0017334499193205563
213 2130 0.016506774555094163 0 0 0.0018050103020857934 0.0709370918831229 0.007484725505278674 0.0025449409361329857 0.053285284438152 0.001600656883971509 0.0020055907813143546 0.002052165909182933 0.0017449386936020054
214 2140 0.01789892448469586 0 0 0.0019440824696863321 0.07967158542792738 0.00780779875585445 0.002714193997459253 0.059896123970060125 0.0016456648075865287 0.0021663951807900975 0.0022360011104303927 0.0019248976530690809
215 2150 0.01771592399159998 0 0 0.0019144271524948278 0.07963820400310109 0.007390424893930667 0.0026640771596713932 0.060096355876976405 0.00159362102466353 0.0021336225331144774 0.0021813489801003304 0.001898816153116528
216 2160 0.015628934901982347 0 0 0.0016236488801721941 0.07069127951637377 0.006431860509931473 0.0022788281398708607 0.05342678636454215 0.001394232961251307 0.0018274741813162903 0.0018426728590175232 0.0016507034929097587
217 2170 0.014917204206874826 0 0 0.0015434228732817336 0.0673585786434151 0.005939746131279384 0.002163178001340914 0.0506741759852611 0.0012875675803002988 0.0016884869186971976 0.0017503807191991548 0.0015577129021856167
218 2180 0.014902385392056025 0 0 0.0015463547385443893 0.06813990763173773 0.005926171067776724 0.0021839191586028074 0.051428657109385975 0.001286564150144469 0.001656632450830812 0.0017431337665466248 0.0015059120892962187
219 2190 0.0143133770548795 0 0 0.0014588542762712573 0.06656461504136388 0.005656219575704932 0.0020671802790876007 0.05058099629008264 0.0012195385681053779 0.0015770483386655812 0.0016301626776157774 0.0014422341243960646
220 2200 0.013802896801236095 0 0 0.0013634594573681271 0.06275861618166914 0.005507710932820804 0.0019223553428678276 0.046523999201022424 0.0011730205137654574 0.0015180455826546166 0.001565484014337019 0.0013647179987168305
221 2210 0.013931019721798917 0 0 0.0013295614002466838 0.06486625084019834 0.005632830364470009 0.0018812460332058877 0.04756227852919885 0.0011665183651012037 0.0014944014613167572 0.001577856800074065 0.0013039290692907115
222 2220 0.014544719369748306 0 0 0.0013569794988124234 0.07309303835444467 0.005855553222249736 0.0019299125052723803 0.05426076452837458 0.0012124960668517559 0.0015274897821024103 0.0015949217270840499 0.0013800844884223598
223 2230 0.01550932459305919 0 0 0.0013950139670015056 0.0801983487311872 0.006012627198146921 0.0020005815555748526 0.05856658626882588 0.0012899961478422786 0.0016191101417519424 0.0016819908953672556 0.0014750253121337052
224 2240 0.016853583199516606 0 0 0.001474896540322628 0.09057471238429157 0.006589750323020908 0.002102589826184475 0.06517155918325282 0.0014008206985998916 0.0017264641531262559 0.00182829308286508 0.0016149474461033856
225 2250 0.0174781157834745 0 0 0.0014910751810752586 0.09632858522144791 0.006783713849202967 0.0021184744345241033 0.06990380096174813 0.0014448712031787066 0.0017682634927165624 0.0018355031232270746 0.001663328221630317
226 2260 0.01516782417021049 0 0 0.001262323898400808 0.08452495512248416 0.005869610754410943 0.0018090295728223616 0.06121763405619942 0.0012173966702635568 0.0014962316508611447 0.0015813155586888337 0.0013960753636305752
227 2270 0.015035348577607528 0 0 0.0012273612329756814 0.08708543654961108 0.005759206363626781 0.0017483837705264706 0.06263735582680294 0.0012015797934595118 0.001471471083515652 0.0015482367243509591 0.0013401422875538483
228 2280 0.01310161435702617 0 0 0.0010233053689515607 0.07467538023968781 0.004970805878568756 0.0014484175581898795 0.05394616524232822 0.0010157252375753998 0.0012557951741080592 0.0012999038770308718 0.0011818125833955502
229 2290 0.011462318098219163 0 0 0.0008661258146519337 0.0650506004847655 0.004204028221641629 0.0012467989323835245 0.04688570001222112 0.0008829446147922258 0.001090583933740461 0.0011158846568448983 0.0010030637734798576
230 2300 0.010443752214608294 0 0 0.0007827533604571363 0.056794092757137274 0.003855620606937731 0.0011144893481228495 0.04103283737403652 0.0008041075222970764 0.0010043188689427373 0.00100375085613781 0.0009058012154765201
231 2310 0.010240102351249211 0 0 0.0007416208647498834 0.05577697711592035 0.003662107550441869 0.001061504253877907 0.039887023100365106 0.0007917279569110857 0.0009607729777950536 0.0009694134153657873 0.0008886913874821274
232 2320 0.009524216105545253 0 0 0.0006608486786106034 0.05259039226589768 0.003314050451721794 0.0009607289625563096 0.037452582195237054 0.0007144942724666601 0.0008749699477222288 0.0008974557321983997 0.0007763151972823015
233 2330 0.009473876682425423 0 0 0.0006522439494009099 0.05080691254473346 0.0032753878412096395 0.0009407888300690144 0.036250486817325636 0.0006947650970340421 0.0008691671290598176 0.0008926714349124998 0.0007617889448000824
234 2340 0.010170908454717647 0 0 0.0007119263478002249 0.05485429996823036 0.003414621150761025 0.001056160518755262 0.03886795951500803 0.0007356911821689116 0.0009003890371979928 0.0009289711811984261 0.0008280709099478729
235 2350 0.009775776485922158 0 0 0.0006602553232952243 0.051661923866486784 0.00319109785670444 0.0009867340715011275 0.036633022522247254 0.000681920046708679 0.000854797794604491 0.000889633246551878 0.0007882450449605218
236 2360 0.009593194512342506 0 0 0.0006474859702394923 0.05032398583367564 0.003122777581792547 0.0009658847565950935 0.03619526112574222 0.0006598749707777526 0.0008349096271915943 0.0008622906303041759 0.0007516395059382886
237 2370 0.008605462641543857 0 0 0.0005779935949748303 0.045273524210339054 0.0027687669433965082 0.0008554359115805648 0.03250177193416792 0.0005677969343691795 0.0007469350358663899 0.000766926381519932 0.0006616362953167018
238 2380 0.007785246103603958 0 0 0.0005180437489443489 0.04020424082999814 0.0024525965558667927 0.0007610292873806738 0.028851773762730872 0.000512014127736188 0.0006759770536013207 0.0006784312740082623 0.0006019374480169383
239 2390 0.007152079404578269 0 0 0.000470573537490273 0.03738080498076083 0.0022477908273444776 0.0006926383856504738 0.02691908899827723 0.0004631891344775429 0.0006146719681089577 0.0006160850913855421 0.0005492274461904947
240 2400 0.006559147535551587 0 0 0.0004198843307314021 0.034045042094714074 0.001981108113942369 0.0006183745937320044 0.02452667976444538 0.000422857129683534 0.0005753921278284575 0.0005610041034009082 0.0005002362701795987
241 2410 0.006705772168957609 0 0 0.00043276946324689056 0.03515502710574224 0.0020228646508874807 0.0006366102056828744 0.02531205709978823 0.00040368489851861435 0.0005915393512960402 0.0005653147869540562 0.0005240701812833915
242 2420 0.006552697004396661 0 0 0.00042165432188839976 0.034187994048279324 0.001978468566509874 0.0006174770283457831 0.024244090885657175 0.00039297720636452885 0.0005772855979846071 0.0005511265329852721 0.0004892732607522806
243 2430 0.006293070172728752 0 0 0.00039354983018435435 0.03276766500768963 0.0018950043899637363 0.0005742340157896343 0.02320160988870979 0.00037178875982050085 0.0005414170205465319 0.0005237566351035233 0.00045857140789656923
244 2440 0.007218466971945326 0 0 0.00044797621527015955 0.03623211874254464 0.00215772594851323 0.0006584146875116321 0.026048662723446674 0.00042678391452404365 0.0006208689057672444 0.0006170040777829221 0.000528784017728424
245 2450 0.008892084619881686 0 0 0.000547469154321017 0.04479373150184932 0.0026091657751270924 0.000795581107738102 0.03151767263817689 0.0005161711346930986 0.0007553944274283111 0.000738397318515166 0.0006463272452686878
246 2460 0.009596747679880255 0 0 0.0005870496197657482 0.04713489666762845 0.0027679919262307237 0.0008546380989858314 0.033460222166147295 0.000553109896396693 0.0008140766493547435 0.0007695969228308804 0.0006797106329942287
247 2470 0.010048921852501532 0 0 0.0006173180574210007 0.04922496509450044 0.002797509969696956 0.0008994621396155385 0.035001272342100945 0.000585788045666831 0.0008473171021773256 0.0007982224977648945 0.000716447574089367
248 2480 0.009207648360003363 0 0 0.000558329553439713 0.043176144349173565 0.0024841419120290574 0.000820170361252253 0.030613941967026756 0.0005143426267264015 0.0007606766714963739 0.0007336173305144486 0.0006474775998734728
249 2490 0.008736219817189193 0 0 0.0005295210262249429 0.04108272222046246 0.002371111253273384 0.0007760234685150564 0.02934624990601025 0.0004831000871247259 0.0007181597667531277 0.0006804963123999032 0.0006101111549215668
250 2500 0.008688386287360569 0 0 0.0005302572255706989 0.041266767573336326 0.00229237068646592 0.0007880143602068317 0.028715763380599946 0.0004681890449256519 0.0006968163955401334 0.0006778408201081216 0.0005964987357635413
251 2510 0.008796017952473971 0 0 0.0005405769670008762 0.041896069723417216 0.002395866867346217 0.0007959336033937237 0.02867220041489871 0.0004777974094267762 0.0007053800373914991 0.000685078391784442 0.0005767219589246596
252 2520 0.008739698239920752 0 0 0.0005440474703523862 0.04331617437912842 0.002395508125980678 0.0008038350771785194 0.028305700620082898 0.00047422477684507967 0.0007017905806203584 0.0006831618669901197 0.0005714015438283037
253 2530 0.008653116925289644 0 0 0.0005332482540438347 0.04415692342771924 0.0023484203599280842 0.0007942867561582087 0.028921151930223956 0.00046751069436773917 0.0006751702595140445 0.000670909749646638 0.0005651355137143093
254 2540 0.008844194248869171 0 0 0.0005100980899385303 0.04614024309304299 0.002326503919555195 0.0007598993138974246 0.02942109259891112 0.00046786349586868303 0.0006728417712225995 0.000677359205571285 0.0005797530043661855
255 2550 0.008994018020646413 0 0 0.0005020593796171307 0.0468367391549443 0.0022893462454780956 0.0007407203101009589 0.029719075867822086 0.0004552053384795603 0.0006577301890966213 0.0006875233118982441 0.0005982930062328934
256 2560 0.009187883212195522 0 0 0.0005145294201592774 0.047011522097829606 0.002211052120799534 0.0007515946713461104 0.03055791386653351 0.00045129211206498197 0.0006693531040274066 0.0007045012537903012 0.0006080795860832767
257 2570 0.008755372868711787 0 0 0.0004748380961729983 0.04364965483501542 0.002096992466428925 0.0007025064369112837 0.028282736981669165 0.00042401710276929004 0.0006262423962743313 0.0006597274886118166 0.0005664130373515766
258 2580 0.008395646795840943 0 0 0.00045269882763402075 0.04128426599324344 0.0019688683043323075 0.0006728121216140802 0.026591143206950708 0.0004041531762653263 0.0005963798020055884 0.000621008929947636 0.0005461887670130869
259 2590 0.008562802436911855 0 0 0.0004579584293989925 0.04264784150146192 0.0019615417918953243 0.0006799241762963122 0.027845529570311205 0.0004061240923950094 0.0006033483680901602 0.0006081946376976351 0.0005601388367910286
260 2600 0.009677495561017681 0 0 0.0005047141063458144 0.04789693648808985 0.0020927795211885124 0.0007580836544360284 0.03233811853678763 0.0004331137186540671 0.0006523171589438861 0.0006659083071810933 0.0006219923908798224
261 2610 0.011934657882221603 0 0 0.0006158752273114898 0.05755925440005851 0.002583261766486852 0.00093107644625543 0.04014182420455577 0.0005204886444220379 0.0007816303853936277 0.000821914124335802 0.0007459034602986657
262 2620 0.012818549137422544 0 0 0.0006545696774660073 0.06024441864025815 0.00277497138486484 0.0009950680753370007 0.04201746857142869 0.0005624402417255622 0.000826446723441317 0.000888283675012324 0.0007853150280373016
263 2630 0.012867039228144129 0 0 0.0006582694766819524 0.061025368443298894 0.0027923251449959315 0.001002358243731791 0.043106648481943954 0.0005558958078270698 0.0008340722720479435 0.0008921478425234837 0.0007750157431452146
264 2640 0.013175445057338631 0 0 0.0006551141847584813 0.06100236313938233 0.002805069860994319 0.0010043999385915567 0.04264835547150142 0.0005631934537790076 0.0008498588178944229 0.0008940876240859552 0.0007726557742855877
265 2650 0.013106636062524707 0 0 0.0006539978257783348 0.05989443500272585 0.0027150760010669728 0.0009868693615485587 0.04198982538377648 0.0005374575894766736 0.0008544792179372573 0.0008940008328763278 0.0007772319775206226
266 2660 0.012868472716157734 0 0 0.0006265666664433217 0.057851039813414974 0.0026480120898716877 0.0009403098642817418 0.04036555209145165 0.0005306215244806206 0.0008396535105290199 0.0008576353820846052 0.0007314453851219064
267 2670 0.013140144646121286 0 0 0.0006317728945201036 0.059315068636308324 0.0026929995912865273 0.0009416521645508565 0.040635022830885825 0.000535130450586911 0.0008377375206329913 0.0008734720913837502 0.0007311118149133011
268 2680 0.013425102217495316 0 0 0.0006376315501374381 0.06100750350394705 0.00270421863872435 0.0009445032463044 0.04354270516763365 0.000527034502941073 0.0008425006488640738 0.0008662899417893451 0.0007460566676224695
269 2690 0.014074778934614245 0 0 0.0006682812806253424 0.06308641056566316 0.0027485980898560645 0.000985984218740652 0.046502881496276544 0.0005472395549781716 0.0008666070663059193 0.0009035242788933078 0.0007653909271932969
270 2700 0.014288552458229483 0 0 0.0006627259192008284 0.06709303747469524 0.0028030056671913208 0.000987177148447492 0.04765185545749699 0.0005568814643158882 0.0008763016267927041 0.0009162665564733899 0.0007695681482724905
271 2710 0.01453794638249769 0 0 0.0006696812868159502 0.06963054289820707 0.002839977717951903 0.001024605789341273 0.047415264649297226 0.0005647864641584005 0.0008252763140193097 0.0009111210579416995 0.000784594144383785
272 2720 0.01583818295757016 0 0 0.0007082815424448091 0.07723566302017598 0.003019403545667749 0.001086985535535698 0.05229866220265025 0.0005889941196621556 0.0008694714909654095 0.0009825432025311108 0.000854845349474013
273 2730 0.0172979471703841 0 0 0.0007679984452006222 0.0911694287637781 0.003156074156872645 0.0011877008968781873 0.05703204701417222 0.0006365590227923213 0.0009396231566263455 0.0010111322141684632 0.0009532490479630632
274 2740 0.017584878582841922 0 0 0.0007788572840319032 0.09094502017691534 0.003223667739289152 0.001202417556970359 0.0583936801999196 0.0006459556758096507 0.0009560564875014682 0.001051351752724301 0.0009596067854955292
