% # columns="iter, evals, sigma, 0, fitness, xbest" seed=261133, Tue Aug 23 10:54:18 2022, <python>{}</python>
1 10 2.3759545302827725 0 201148879.32337698 -1.2525076382737184 -2.315473602267941 -0.8554350593249866 3.717250311354502 0.4070820255773355 3.4991860439358744 -1.2561223786645663 0.25564420941772203 -2.445724996288438
2 20 2.411949535960522 0 940547.9901665185 -3.301600910086295 -4.903221653867007 -1.9517982543790975 0.9949993500655288 0.6915981437390498 0.8535806476860806 2.0856012952520357 -0.097956662605867 -1.2262956856249363
3 30 2.4658805375992126 0 27483.92959668667 -4.840173093771629 -2.1887307505956004 -0.6747260475644237 0.8603139825457873 2.865590539916608 1.2964708235941054 0.6917263760604399 0.6715276095471658 -0.44549268778313555
4 40 2.5067934865439443 0 22235.51968048775 -4.966616608280061 -4.9926899989490625 -1.5471541336344867 1.1672507483229912 3.468409860766913 -1.4782089473585787 3.164973686933603 0.03932582041483257 0.8266688031883581
5 50 2.4230204682405065 0 455.39260389542136 -4.289799354572941 -1.7502490537155806 -0.7502385161789387 0.3806792111436552 3.3116635951563347 2.623124325911955 1.1910289881645952 2.2810556715048644 2.7900569449770174
6 60 2.264309580141385 0 296.60879738714834 -2.0928524843027314 -4.818595314639939 1.7637341082102864 0.7194683629327306 4.403577958240884 2.08664129241044 1.7988004117301237 3.15097405973133 1.5305382814336357
7 70 2.3798234528457676 0 323.1327307610461 -3.3873088769981923 0.035551292111092536 1.0231865603047159 -2.225964463005447 -3.707845326882045 3.3461578647542822 1.6619498437599378 3.5321372434784792 2.264837620846617
8 80 2.311891899213237 0 302.48388802008583 2.5796966742320158 -0.993665748810896 -0.37519150151111047 -0.4984766254563261 -1.5464272270810557 1.8100205978474413 1.7875239013435937 2.9919577292023907 1.897796102650219
9 90 2.2661744998379834 0 275.69064998465774 -0.37776209391429455 -4.579781989397908 -3.454976580236999 -2.5572383195724258 4.398732367670032 -0.7971091498685716 1.9882170360212605 2.631697001434317 1.2148531806413536
10 100 2.2806072055832503 0 309.06814515182134 -0.5299641241586523 -4.268552222651081 -4.274767645447187 1.8872080206903692 2.875568811476061 0.32216453543131296 2.4508611459300766 3.1306205973032415 1.5143733646995905
11 110 2.359579574284948 0 333.1038876580265 -3.7315269548853403 -4.75674814637658 -3.2704424303850175 4.20244332778638 3.2151183579199483 3.5662874818927364 2.157251512937439 1.7941882541284557 3.6498862808996018
12 120 2.423631060151302 0 298.7919589667381 -1.8240213209551754 -3.8086389403237586 -3.934461428411569 4.267459091051647 -1.0956775709019535 1.5176256249498072 2.3269930751965995 2.2387428965047462 2.2950276678560013
13 130 2.4322921588472095 0 328.8095286972643 -2.8774485143359265 -4.795385850639075 -2.633637296127902 2.0091779930364293 3.025718113357101 3.8028338575292273 3.286092030564505 2.7489023192416235 1.6328918066617593
14 140 2.1576265944203383 0 322.3286539079547 -2.2036590342113227 -4.208879873756666 -4.977264654116009 2.022355571371088 4.680885969032888 1.233339235911409 3.8327905387344936 2.1588677090847765 1.3597474935763207
15 150 2.4032377964524367 0 264.5133998961917 -4.826571860916018 -1.7842618263278016 -4.6833608345800055 4.454045340390952 -0.6588179669368781 0.6254595368623443 2.216178004853882 2.109742558130792 1.4693401462663438
16 160 2.7454422961958906 0 286.7207044931474 -4.513038636784074 -2.381382950108703 -3.752637493618077 4.982502409408501 -2.959392303549402 3.985650799157682 1.995202366349373 1.541033984068437 2.8129584732687842
17 170 2.7631288501032327 0 321.8745398038312 -3.2442520816367075 -1.8844592511831593 -2.4878813575358034 2.8079313590843613 -4.729842026995001 3.2627099925342655 3.4397323498602854 1.4869087220531507 2.295286446120694
18 180 2.5844454486625055 0 298.82278743202096 -0.5830105797586986 1.251798651417129 -4.9787366922390435 2.111872383613422 -3.357855208344132 2.6047218775054777 1.8383950662865693 1.3224110665090631 2.0113181448855793
19 190 2.4868804513099696 0 298.19042785259956 -3.790300904520084 -1.385561908025041 -4.571059188115187 3.498300835939327 -0.6257900572431794 3.8113913602936313 2.7723278401411466 1.442427384313718 1.1164542992824589
20 200 2.5082213760575014 0 269.8116134135142 -3.228400763157221 -1.970947306333322 -4.317966768918366 1.8064428332180298 -4.3443873145670615 4.100279859085719 1.7348235646147394 2.8622601289041105 1.3131971757419263
21 210 2.654427382032118 0 287.4094407479703 -3.162619628192445 4.69208039207493 -1.2133765892536235 2.86644314797695 -4.3423607768179835 4.981148843877782 2.9187091023891805 1.6472060275778904 1.0189185450763425
22 220 2.575885679213636 0 283.66278616222695 -4.949913806556226 4.134114454298752 -1.7053244860805254 0.3662346384020174 -3.559120128691239 3.3424702790869154 2.1620371681942334 2.0576117548977284 2.239490829512396
23 230 2.5953425298295376 0 310.1855562752913 3.1247796290679837 -0.07578846173703901 1.3144966736374644 0.21342084554272112 -1.7143419296658742 2.0743060651213474 2.6876332583876787 2.1786414019420244 2.3174647826621455
24 240 2.446756812670516 0 276.5913991134037 1.3165277720119586 3.949303152046707 0.2788438706652495 -0.42588038329875255 1.9295234912436232 4.729905340075287 1.82301806163358 2.700709063967406 1.3108461395582711
25 250 2.3245848124213944 0 349.310563773327 -2.9030307510513556 3.9975244663317206 3.6551004584976825 0.3131411080763937 4.092327357899562 4.895343017125126 2.005734153868179 3.2306443967978677 3.034754263315495
26 260 2.1609630875105563 0 335.48542439397784 -0.495671766657126 1.3030273518716502 0.1588748502300228 -0.0895531384285666 0.2790368064741955 3.774884683577089 3.0178036424826864 1.4499653755251531 2.557938766598566
27 270 1.9672925673050998 0 309.8275873578697 -1.0689245229580187 2.489781452555455 2.784127071957865 1.034826750235351 -1.9906515215096157 3.9559416899585997 3.498774207904373 2.151412276600638 1.1762210378682207
28 280 1.7244937411781567 0 338.5833519876681 2.3369916916737346 -1.152545328675851 2.9694812594777744 2.601475895761469 -4.902734677735771 3.781563133640258 3.1414715260942763 3.1974874246198244 1.5985385932348934
29 290 1.7045164156425312 0 324.13042883990954 -0.6664321241289806 4.277164577931529 4.698850356181383 -0.7597237555685328 -3.821682645310883 4.644029292037606 2.9131008625556363 2.121662970817108 0.8088160817308503
30 300 1.6522243143525421 0 264.67828713460784 0.6818304868265649 3.72383671347877 4.497307819885185 -1.8591141923579524 -3.8483958464695434 4.943648665414055 2.703575567381983 1.568105109874753 1.507246591976212
31 310 1.5955092554628114 0 307.83231444450143 0.5059437992711096 3.3360681762133155 2.136481268540151 1.3469292970203854 -2.787470759090059 4.934170864297064 3.4717006956757 1.2531539811968007 1.5669174523807659
32 320 1.637169687188557 0 280.3738577405183 -1.7487522465966012 1.564850050514746 3.024830245635963 1.0109231106865977 2.7826160675758125 4.197823008949701 1.9601269490748991 1.328936734140734 1.2655671682265712
33 330 1.4530242959350568 0 281.7227141798885 -0.5241714329822216 1.2620690881418692 2.855441481320908 -0.28749481604565963 -4.516758632070323 4.964537590634629 3.2725727775897306 1.3815371610770326 1.3819624250599123
34 340 1.4096861475815048 0 217.77326996994174 -0.5713265155596718 1.4154039908709226 3.2756627445363793 -0.8116943962591541 -3.678632840583223 4.864631628660373 1.3191324517503968 1.2591488258574821 1.1928231714888322
35 350 1.3105074924857274 0 234.4541518010914 -1.3121484027985757 3.458480850206746 4.045057708242544 -1.683089923335725 -2.0572968782797076 3.6284493722898987 1.6424670647493715 0.8807873888501483 1.2055786225327538
36 360 1.2044617571397798 0 200.1793625862564 -1.0697748000804368 3.4579333927145766 4.826741430105167 -2.279303741750208 -0.8824346032268338 4.28606103392447 1.6104086582116157 0.7092006878927666 0.8125813863488474
37 370 1.1707472565403365 0 284.22384183359395 0.2371740927444026 1.632712481752053 4.955113643724648 -1.7534027445812255 -4.916656473753997 4.747814350161544 2.6431271909210556 0.9889915678385932 1.0212555888926031
38 380 1.0698794924467994 0 247.64833332874073 -1.5647079239224326 1.5739237425843147 4.818749361029025 -1.3990526710616915 -1.822514482684582 4.694141511597269 2.3727818202211064 1.6259828025150025 1.459020748203788
39 390 1.0893554903253588 0 228.21240156393068 -1.7623286410449601 1.3713378497515336 2.1331044468860503 -0.7400442512994927 1.1471666748962228 4.3432056079215755 2.001887625142723 1.5288522140137948 1.3711452654146021
